vocabulary size: 474
n tunes: 3689
n train tunes: 3505.0
n validation tunes: 184.0
66/43812 (epoch 0.151) train_loss=415.36868286 time/batch=0.08s
67/43812 (epoch 0.153) train_loss=411.96258545 time/batch=0.06s
68/43812 (epoch 0.155) train_loss=299.47460938 time/batch=0.05s
69/43812 (epoch 0.157) train_loss=169.27362061 time/batch=0.04s
70/43812 (epoch 0.160) train_loss=516.49023438 time/batch=0.08s
71/43812 (epoch 0.162) train_loss=723.56396484 time/batch=0.11s
72/43812 (epoch 0.164) train_loss=726.57238770 time/batch=0.38s
73/43812 (epoch 0.167) train_loss=200.32357788 time/batch=0.04s
74/43812 (epoch 0.169) train_loss=314.50701904 time/batch=0.05s
75/43812 (epoch 0.171) train_loss=245.84548950 time/batch=0.05s
76/43812 (epoch 0.173) train_loss=190.88984680 time/batch=0.03s
77/43812 (epoch 0.176) train_loss=870.46472168 time/batch=0.14s
78/43812 (epoch 0.178) train_loss=783.25061035 time/batch=0.12s
79/43812 (epoch 0.180) train_loss=382.26092529 time/batch=0.06s
80/43812 (epoch 0.183) train_loss=435.46459961 time/batch=0.08s
81/43812 (epoch 0.185) train_loss=537.87255859 time/batch=0.07s
82/43812 (epoch 0.187) train_loss=533.19445801 time/batch=0.09s
83/43812 (epoch 0.189) train_loss=755.66876221 time/batch=0.32s
84/43812 (epoch 0.192) train_loss=398.65545654 time/batch=0.07s
85/43812 (epoch 0.194) train_loss=453.16857910 time/batch=0.07s
86/43812 (epoch 0.196) train_loss=156.93357849 time/batch=0.03s
87/43812 (epoch 0.199) train_loss=431.46679688 time/batch=0.17s
88/43812 (epoch 0.201) train_loss=155.39779663 time/batch=0.03s
89/43812 (epoch 0.203) train_loss=226.45877075 time/batch=0.04s
90/43812 (epoch 0.205) train_loss=682.82714844 time/batch=0.11s
91/43812 (epoch 0.208) train_loss=573.94128418 time/batch=0.10s
92/43812 (epoch 0.210) train_loss=509.55279541 time/batch=0.08s
93/43812 (epoch 0.212) train_loss=478.26208496 time/batch=0.08s
94/43812 (epoch 0.215) train_loss=552.59088135 time/batch=0.09s
95/43812 (epoch 0.217) train_loss=490.38610840 time/batch=0.09s
96/43812 (epoch 0.219) train_loss=756.59143066 time/batch=0.12s
97/43812 (epoch 0.221) train_loss=309.05108643 time/batch=0.05s
98/43812 (epoch 0.224) train_loss=306.08435059 time/batch=0.06s
99/43812 (epoch 0.226) train_loss=596.51342773 time/batch=0.09s
Validating
    loss:	391.739932

100/43812 (epoch 0.228) train_loss=754.73468018 time/batch=0.65s
101/43812 (epoch 0.231) train_loss=443.72869873 time/batch=0.08s
102/43812 (epoch 0.233) train_loss=338.21316528 time/batch=0.05s
103/43812 (epoch 0.235) train_loss=440.21978760 time/batch=0.08s
104/43812 (epoch 0.237) train_loss=355.34194946 time/batch=0.06s
105/43812 (epoch 0.240) train_loss=539.65124512 time/batch=0.09s
106/43812 (epoch 0.242) train_loss=523.50769043 time/batch=0.09s
107/43812 (epoch 0.244) train_loss=635.37426758 time/batch=0.10s
108/43812 (epoch 0.247) train_loss=451.63528442 time/batch=0.07s
109/43812 (epoch 0.249) train_loss=355.18759155 time/batch=0.06s
110/43812 (epoch 0.251) train_loss=278.17584229 time/batch=0.05s
111/43812 (epoch 0.253) train_loss=199.81309509 time/batch=0.03s
112/43812 (epoch 0.256) train_loss=446.85607910 time/batch=0.08s
113/43812 (epoch 0.258) train_loss=312.66613770 time/batch=0.05s
114/43812 (epoch 0.260) train_loss=340.06283569 time/batch=0.06s
115/43812 (epoch 0.262) train_loss=275.74960327 time/batch=0.05s
116/43812 (epoch 0.265) train_loss=258.37487793 time/batch=0.05s
117/43812 (epoch 0.267) train_loss=184.28834534 time/batch=0.03s
118/43812 (epoch 0.269) train_loss=418.56762695 time/batch=0.06s
119/43812 (epoch 0.272) train_loss=690.68237305 time/batch=0.11s
120/43812 (epoch 0.274) train_loss=420.03652954 time/batch=0.31s
121/43812 (epoch 0.276) train_loss=289.66653442 time/batch=0.05s
122/43812 (epoch 0.278) train_loss=558.38305664 time/batch=0.10s
123/43812 (epoch 0.281) train_loss=426.33380127 time/batch=0.07s
124/43812 (epoch 0.283) train_loss=382.57839966 time/batch=0.07s
125/43812 (epoch 0.285) train_loss=423.13079834 time/batch=0.07s
126/43812 (epoch 0.288) train_loss=396.57260132 time/batch=0.06s
127/43812 (epoch 0.290) train_loss=615.76647949 time/batch=0.10s
128/43812 (epoch 0.292) train_loss=348.55102539 time/batch=0.06s
129/43812 (epoch 0.294) train_loss=636.47985840 time/batch=0.10s
130/43812 (epoch 0.297) train_loss=273.98022461 time/batch=0.05s
131/43812 (epoch 0.299) train_loss=314.07800293 time/batch=0.05s
132/43812 (epoch 0.301) train_loss=488.08776855 time/batch=0.08s
133/43812 (epoch 0.304) train_loss=492.61734009 time/batch=0.09s
134/43812 (epoch 0.306) train_loss=222.47817993 time/batch=0.04s
135/43812 (epoch 0.308) train_loss=405.12634277 time/batch=0.06s
136/43812 (epoch 0.310) train_loss=185.81274414 time/batch=0.04s
137/43812 (epoch 0.313) train_loss=225.42259216 time/batch=0.04s
138/43812 (epoch 0.315) train_loss=500.73748779 time/batch=0.09s
139/43812 (epoch 0.317) train_loss=314.08923340 time/batch=0.05s
140/43812 (epoch 0.320) train_loss=477.05187988 time/batch=0.08s
141/43812 (epoch 0.322) train_loss=243.08146667 time/batch=0.05s
142/43812 (epoch 0.324) train_loss=614.24670410 time/batch=0.09s
143/43812 (epoch 0.326) train_loss=485.82727051 time/batch=0.08s
144/43812 (epoch 0.329) train_loss=334.37628174 time/batch=0.06s
145/43812 (epoch 0.331) train_loss=451.62084961 time/batch=0.08s
146/43812 (epoch 0.333) train_loss=242.92329407 time/batch=0.03s
147/43812 (epoch 0.336) train_loss=402.30252075 time/batch=0.07s
148/43812 (epoch 0.338) train_loss=376.26693726 time/batch=0.07s
149/43812 (epoch 0.340) train_loss=530.02593994 time/batch=0.08s
150/43812 (epoch 0.342) train_loss=267.67486572 time/batch=0.05s
151/43812 (epoch 0.345) train_loss=266.67596436 time/batch=0.04s
152/43812 (epoch 0.347) train_loss=453.68969727 time/batch=0.08s
153/43812 (epoch 0.349) train_loss=548.93359375 time/batch=0.10s
154/43812 (epoch 0.351) train_loss=672.51348877 time/batch=0.10s
155/43812 (epoch 0.354) train_loss=480.91009521 time/batch=0.08s
156/43812 (epoch 0.356) train_loss=652.24884033 time/batch=0.15s
157/43812 (epoch 0.358) train_loss=182.91679382 time/batch=0.04s
158/43812 (epoch 0.361) train_loss=305.14453125 time/batch=0.05s
159/43812 (epoch 0.363) train_loss=281.27288818 time/batch=0.05s
160/43812 (epoch 0.365) train_loss=149.95166016 time/batch=0.03s
161/43812 (epoch 0.367) train_loss=257.15582275 time/batch=0.05s
162/43812 (epoch 0.370) train_loss=574.68975830 time/batch=0.10s
163/43812 (epoch 0.372) train_loss=397.05038452 time/batch=0.06s
164/43812 (epoch 0.374) train_loss=356.63500977 time/batch=0.06s
165/43812 (epoch 0.377) train_loss=424.05633545 time/batch=0.08s
166/43812 (epoch 0.379) train_loss=422.09469604 time/batch=0.08s
167/43812 (epoch 0.381) train_loss=440.50512695 time/batch=0.32s
168/43812 (epoch 0.383) train_loss=384.27883911 time/batch=0.06s
169/43812 (epoch 0.386) train_loss=427.27734375 time/batch=0.07s
170/43812 (epoch 0.388) train_loss=290.32653809 time/batch=0.06s
171/43812 (epoch 0.390) train_loss=255.66252136 time/batch=0.04s
172/43812 (epoch 0.393) train_loss=160.04702759 time/batch=0.03s
173/43812 (epoch 0.395) train_loss=467.47476196 time/batch=0.08s
174/43812 (epoch 0.397) train_loss=421.51101685 time/batch=0.07s
175/43812 (epoch 0.399) train_loss=244.86602783 time/batch=0.05s
176/43812 (epoch 0.402) train_loss=151.73544312 time/batch=0.03s
177/43812 (epoch 0.404) train_loss=553.22326660 time/batch=0.09s
178/43812 (epoch 0.406) train_loss=537.95031738 time/batch=0.10s
179/43812 (epoch 0.409) train_loss=303.75097656 time/batch=0.05s
180/43812 (epoch 0.411) train_loss=161.82569885 time/batch=0.03s
181/43812 (epoch 0.413) train_loss=523.31207275 time/batch=0.08s
182/43812 (epoch 0.415) train_loss=295.37384033 time/batch=0.06s
183/43812 (epoch 0.418) train_loss=177.27087402 time/batch=0.03s
184/43812 (epoch 0.420) train_loss=273.76647949 time/batch=0.05s
185/43812 (epoch 0.422) train_loss=417.82836914 time/batch=0.07s
186/43812 (epoch 0.425) train_loss=370.40258789 time/batch=0.06s
187/43812 (epoch 0.427) train_loss=305.81274414 time/batch=0.06s
188/43812 (epoch 0.429) train_loss=458.11279297 time/batch=0.07s
189/43812 (epoch 0.431) train_loss=496.43640137 time/batch=0.08s
190/43812 (epoch 0.434) train_loss=489.45828247 time/batch=0.09s
191/43812 (epoch 0.436) train_loss=588.97613525 time/batch=0.09s
192/43812 (epoch 0.438) train_loss=251.22155762 time/batch=0.05s
193/43812 (epoch 0.441) train_loss=254.50665283 time/batch=0.04s
194/43812 (epoch 0.443) train_loss=297.12976074 time/batch=0.05s
195/43812 (epoch 0.445) train_loss=243.09259033 time/batch=0.05s
196/43812 (epoch 0.447) train_loss=230.39964294 time/batch=0.04s
197/43812 (epoch 0.450) train_loss=344.60937500 time/batch=0.06s
198/43812 (epoch 0.452) train_loss=218.61199951 time/batch=0.04s
199/43812 (epoch 0.454) train_loss=289.30529785 time/batch=0.05s
Validating
    loss:	386.867975

200/43812 (epoch 0.456) train_loss=645.13226318 time/batch=0.59s
201/43812 (epoch 0.459) train_loss=436.59674072 time/batch=0.08s
202/43812 (epoch 0.461) train_loss=333.49298096 time/batch=0.06s
203/43812 (epoch 0.463) train_loss=265.07849121 time/batch=0.04s
204/43812 (epoch 0.466) train_loss=379.01611328 time/batch=0.07s
205/43812 (epoch 0.468) train_loss=236.39599609 time/batch=0.04s
206/43812 (epoch 0.470) train_loss=395.66781616 time/batch=0.07s
207/43812 (epoch 0.472) train_loss=397.45172119 time/batch=0.07s
208/43812 (epoch 0.475) train_loss=266.46179199 time/batch=0.05s
209/43812 (epoch 0.477) train_loss=331.61254883 time/batch=0.05s
210/43812 (epoch 0.479) train_loss=444.01837158 time/batch=0.08s
211/43812 (epoch 0.482) train_loss=281.98278809 time/batch=0.05s
212/43812 (epoch 0.484) train_loss=425.52758789 time/batch=0.07s
213/43812 (epoch 0.486) train_loss=243.44932556 time/batch=0.04s
214/43812 (epoch 0.488) train_loss=439.73220825 time/batch=0.07s
215/43812 (epoch 0.491) train_loss=326.21029663 time/batch=0.06s
216/43812 (epoch 0.493) train_loss=270.50982666 time/batch=0.05s
217/43812 (epoch 0.495) train_loss=355.27545166 time/batch=0.06s
218/43812 (epoch 0.498) train_loss=271.31408691 time/batch=0.05s
219/43812 (epoch 0.500) train_loss=225.27890015 time/batch=0.04s
220/43812 (epoch 0.502) train_loss=286.82846069 time/batch=0.05s
221/43812 (epoch 0.504) train_loss=279.43457031 time/batch=0.05s
222/43812 (epoch 0.507) train_loss=354.26205444 time/batch=0.06s
223/43812 (epoch 0.509) train_loss=253.34045410 time/batch=0.05s
224/43812 (epoch 0.511) train_loss=175.99923706 time/batch=0.03s
225/43812 (epoch 0.514) train_loss=411.96743774 time/batch=0.07s
226/43812 (epoch 0.516) train_loss=366.65719604 time/batch=0.06s
227/43812 (epoch 0.518) train_loss=404.80380249 time/batch=0.07s
228/43812 (epoch 0.520) train_loss=217.59619141 time/batch=0.04s
229/43812 (epoch 0.523) train_loss=469.11584473 time/batch=0.34s
230/43812 (epoch 0.525) train_loss=433.30648804 time/batch=0.08s
231/43812 (epoch 0.527) train_loss=435.81109619 time/batch=0.06s
232/43812 (epoch 0.530) train_loss=215.88139343 time/batch=0.04s
233/43812 (epoch 0.532) train_loss=587.88549805 time/batch=0.10s
234/43812 (epoch 0.534) train_loss=316.33004761 time/batch=0.05s
235/43812 (epoch 0.536) train_loss=321.61187744 time/batch=0.06s
236/43812 (epoch 0.539) train_loss=418.60675049 time/batch=0.10s
237/43812 (epoch 0.541) train_loss=177.32127380 time/batch=0.03s
238/43812 (epoch 0.543) train_loss=308.11273193 time/batch=0.05s
239/43812 (epoch 0.546) train_loss=408.01629639 time/batch=0.07s
240/43812 (epoch 0.548) train_loss=177.10151672 time/batch=0.04s
241/43812 (epoch 0.550) train_loss=305.04138184 time/batch=0.05s
242/43812 (epoch 0.552) train_loss=349.86630249 time/batch=0.06s
243/43812 (epoch 0.555) train_loss=359.75408936 time/batch=0.06s
244/43812 (epoch 0.557) train_loss=488.70513916 time/batch=0.08s
245/43812 (epoch 0.559) train_loss=416.84457397 time/batch=0.07s
246/43812 (epoch 0.561) train_loss=277.68173218 time/batch=0.05s
247/43812 (epoch 0.564) train_loss=162.96571350 time/batch=0.03s
248/43812 (epoch 0.566) train_loss=364.43011475 time/batch=0.06s
249/43812 (epoch 0.568) train_loss=431.59249878 time/batch=0.08s
250/43812 (epoch 0.571) train_loss=286.53878784 time/batch=0.04s
251/43812 (epoch 0.573) train_loss=561.05554199 time/batch=0.10s
252/43812 (epoch 0.575) train_loss=383.47509766 time/batch=0.07s
253/43812 (epoch 0.577) train_loss=409.07171631 time/batch=0.07s
254/43812 (epoch 0.580) train_loss=458.52526855 time/batch=0.08s
255/43812 (epoch 0.582) train_loss=340.26861572 time/batch=0.06s
256/43812 (epoch 0.584) train_loss=162.00280762 time/batch=0.03s
257/43812 (epoch 0.587) train_loss=255.14779663 time/batch=0.04s
258/43812 (epoch 0.589) train_loss=258.92846680 time/batch=0.05s
259/43812 (epoch 0.591) train_loss=361.45053101 time/batch=0.06s
260/43812 (epoch 0.593) train_loss=440.63449097 time/batch=0.07s
261/43812 (epoch 0.596) train_loss=355.47100830 time/batch=0.07s
262/43812 (epoch 0.598) train_loss=353.23858643 time/batch=0.06s
263/43812 (epoch 0.600) train_loss=160.82440186 time/batch=0.03s
264/43812 (epoch 0.603) train_loss=373.86480713 time/batch=0.06s
265/43812 (epoch 0.605) train_loss=217.33479309 time/batch=0.04s
266/43812 (epoch 0.607) train_loss=292.55438232 time/batch=0.05s
267/43812 (epoch 0.609) train_loss=305.53030396 time/batch=0.06s
268/43812 (epoch 0.612) train_loss=316.61749268 time/batch=0.05s
269/43812 (epoch 0.614) train_loss=328.49084473 time/batch=0.05s
270/43812 (epoch 0.616) train_loss=277.60516357 time/batch=0.06s
271/43812 (epoch 0.619) train_loss=218.69017029 time/batch=0.04s
272/43812 (epoch 0.621) train_loss=165.88638306 time/batch=0.03s
273/43812 (epoch 0.623) train_loss=234.43572998 time/batch=0.04s
274/43812 (epoch 0.625) train_loss=484.53863525 time/batch=0.08s
275/43812 (epoch 0.628) train_loss=285.62463379 time/batch=0.05s
276/43812 (epoch 0.630) train_loss=587.21069336 time/batch=0.08s
277/43812 (epoch 0.632) train_loss=221.38191223 time/batch=0.05s
278/43812 (epoch 0.635) train_loss=233.76080322 time/batch=0.04s
279/43812 (epoch 0.637) train_loss=485.63867188 time/batch=0.07s
280/43812 (epoch 0.639) train_loss=300.96307373 time/batch=0.06s
281/43812 (epoch 0.641) train_loss=362.10095215 time/batch=0.06s
282/43812 (epoch 0.644) train_loss=195.53651428 time/batch=0.04s
283/43812 (epoch 0.646) train_loss=281.24224854 time/batch=0.05s
284/43812 (epoch 0.648) train_loss=356.28811646 time/batch=0.06s
285/43812 (epoch 0.650) train_loss=416.68395996 time/batch=0.06s
286/43812 (epoch 0.653) train_loss=157.64123535 time/batch=0.03s
287/43812 (epoch 0.655) train_loss=361.45184326 time/batch=0.06s
288/43812 (epoch 0.657) train_loss=294.66333008 time/batch=0.05s
289/43812 (epoch 0.660) train_loss=366.36077881 time/batch=0.06s
290/43812 (epoch 0.662) train_loss=330.38446045 time/batch=0.06s
291/43812 (epoch 0.664) train_loss=387.12988281 time/batch=0.05s
292/43812 (epoch 0.666) train_loss=201.60940552 time/batch=0.03s
293/43812 (epoch 0.669) train_loss=454.15991211 time/batch=0.08s
294/43812 (epoch 0.671) train_loss=431.54925537 time/batch=0.07s
295/43812 (epoch 0.673) train_loss=211.18351746 time/batch=0.04s
296/43812 (epoch 0.676) train_loss=188.67439270 time/batch=0.03s
297/43812 (epoch 0.678) train_loss=367.78244019 time/batch=0.07s
298/43812 (epoch 0.680) train_loss=246.65847778 time/batch=0.04s
299/43812 (epoch 0.682) train_loss=221.11914062 time/batch=0.05s
Validating
    loss:	385.545313

300/43812 (epoch 0.685) train_loss=299.17929077 time/batch=0.53s
301/43812 (epoch 0.687) train_loss=177.93612671 time/batch=0.04s
302/43812 (epoch 0.689) train_loss=264.97116089 time/batch=0.05s
303/43812 (epoch 0.692) train_loss=218.28335571 time/batch=0.04s
304/43812 (epoch 0.694) train_loss=352.39068604 time/batch=0.05s
305/43812 (epoch 0.696) train_loss=220.03417969 time/batch=0.04s
306/43812 (epoch 0.698) train_loss=483.89511108 time/batch=0.08s
307/43812 (epoch 0.701) train_loss=189.35856628 time/batch=0.04s
308/43812 (epoch 0.703) train_loss=402.83416748 time/batch=0.07s
309/43812 (epoch 0.705) train_loss=365.03698730 time/batch=0.06s
310/43812 (epoch 0.708) train_loss=243.94195557 time/batch=0.04s
311/43812 (epoch 0.710) train_loss=196.30607605 time/batch=0.04s
312/43812 (epoch 0.712) train_loss=158.28959656 time/batch=0.03s
313/43812 (epoch 0.714) train_loss=451.09902954 time/batch=0.08s
314/43812 (epoch 0.717) train_loss=337.20318604 time/batch=0.06s
315/43812 (epoch 0.719) train_loss=391.03439331 time/batch=0.06s
316/43812 (epoch 0.721) train_loss=542.63751221 time/batch=0.09s
317/43812 (epoch 0.724) train_loss=408.38485718 time/batch=0.07s
318/43812 (epoch 0.726) train_loss=249.40869141 time/batch=0.04s
319/43812 (epoch 0.728) train_loss=286.66302490 time/batch=0.05s
320/43812 (epoch 0.730) train_loss=364.30810547 time/batch=0.07s
321/43812 (epoch 0.733) train_loss=345.80761719 time/batch=0.06s
322/43812 (epoch 0.735) train_loss=412.44650269 time/batch=0.07s
323/43812 (epoch 0.737) train_loss=301.82626343 time/batch=0.05s
324/43812 (epoch 0.740) train_loss=528.35546875 time/batch=0.10s
325/43812 (epoch 0.742) train_loss=336.85226440 time/batch=0.05s
326/43812 (epoch 0.744) train_loss=205.34237671 time/batch=0.04s
327/43812 (epoch 0.746) train_loss=262.86639404 time/batch=0.05s
328/43812 (epoch 0.749) train_loss=209.32336426 time/batch=0.04s
329/43812 (epoch 0.751) train_loss=297.35308838 time/batch=0.05s
330/43812 (epoch 0.753) train_loss=206.86105347 time/batch=0.04s
331/43812 (epoch 0.755) train_loss=428.34024048 time/batch=0.07s
332/43812 (epoch 0.758) train_loss=426.06884766 time/batch=0.08s
333/43812 (epoch 0.760) train_loss=500.76312256 time/batch=0.09s
334/43812 (epoch 0.762) train_loss=239.06472778 time/batch=0.05s
335/43812 (epoch 0.765) train_loss=436.34478760 time/batch=0.07s
336/43812 (epoch 0.767) train_loss=422.77340698 time/batch=0.07s
337/43812 (epoch 0.769) train_loss=161.82986450 time/batch=0.03s
338/43812 (epoch 0.771) train_loss=174.80117798 time/batch=0.03s
339/43812 (epoch 0.774) train_loss=428.47070312 time/batch=0.07s
340/43812 (epoch 0.776) train_loss=339.58972168 time/batch=0.06s
341/43812 (epoch 0.778) train_loss=179.59451294 time/batch=0.03s
342/43812 (epoch 0.781) train_loss=175.75027466 time/batch=0.03s
343/43812 (epoch 0.783) train_loss=459.91525269 time/batch=0.07s
344/43812 (epoch 0.785) train_loss=239.94201660 time/batch=0.04s
345/43812 (epoch 0.787) train_loss=321.67126465 time/batch=0.07s
346/43812 (epoch 0.790) train_loss=301.40319824 time/batch=0.05s
347/43812 (epoch 0.792) train_loss=166.49670410 time/batch=0.04s
348/43812 (epoch 0.794) train_loss=341.40695190 time/batch=0.06s
349/43812 (epoch 0.797) train_loss=166.94624329 time/batch=0.03s
350/43812 (epoch 0.799) train_loss=220.69422913 time/batch=0.04s
351/43812 (epoch 0.801) train_loss=454.83343506 time/batch=0.09s
352/43812 (epoch 0.803) train_loss=328.03225708 time/batch=0.06s
353/43812 (epoch 0.806) train_loss=241.19610596 time/batch=0.04s
354/43812 (epoch 0.808) train_loss=320.42413330 time/batch=0.06s
355/43812 (epoch 0.810) train_loss=282.47161865 time/batch=0.05s
356/43812 (epoch 0.813) train_loss=268.40734863 time/batch=0.05s
357/43812 (epoch 0.815) train_loss=156.81056213 time/batch=0.03s
358/43812 (epoch 0.817) train_loss=204.19026184 time/batch=0.04s
359/43812 (epoch 0.819) train_loss=288.94573975 time/batch=0.05s
360/43812 (epoch 0.822) train_loss=236.67414856 time/batch=0.04s
361/43812 (epoch 0.824) train_loss=225.80256653 time/batch=0.04s
362/43812 (epoch 0.826) train_loss=280.26892090 time/batch=0.06s
363/43812 (epoch 0.829) train_loss=373.89276123 time/batch=0.06s
364/43812 (epoch 0.831) train_loss=388.29205322 time/batch=0.06s
365/43812 (epoch 0.833) train_loss=368.22253418 time/batch=0.06s
366/43812 (epoch 0.835) train_loss=367.28320312 time/batch=0.06s
367/43812 (epoch 0.838) train_loss=192.54521179 time/batch=0.03s
368/43812 (epoch 0.840) train_loss=314.32800293 time/batch=0.06s
369/43812 (epoch 0.842) train_loss=182.22982788 time/batch=0.03s
370/43812 (epoch 0.845) train_loss=176.59814453 time/batch=0.04s
371/43812 (epoch 0.847) train_loss=153.31547546 time/batch=0.03s
372/43812 (epoch 0.849) train_loss=439.95831299 time/batch=0.07s
373/43812 (epoch 0.851) train_loss=320.37683105 time/batch=0.05s
374/43812 (epoch 0.854) train_loss=145.02008057 time/batch=0.03s
375/43812 (epoch 0.856) train_loss=257.06094360 time/batch=0.05s
376/43812 (epoch 0.858) train_loss=252.30201721 time/batch=0.05s
377/43812 (epoch 0.860) train_loss=199.95683289 time/batch=0.04s
378/43812 (epoch 0.863) train_loss=176.89457703 time/batch=0.03s
379/43812 (epoch 0.865) train_loss=230.43261719 time/batch=0.04s
380/43812 (epoch 0.867) train_loss=148.91163635 time/batch=0.03s
381/43812 (epoch 0.870) train_loss=165.22235107 time/batch=0.03s
382/43812 (epoch 0.872) train_loss=213.40440369 time/batch=0.04s
383/43812 (epoch 0.874) train_loss=238.47888184 time/batch=0.05s
384/43812 (epoch 0.876) train_loss=157.62078857 time/batch=0.03s
385/43812 (epoch 0.879) train_loss=283.06610107 time/batch=0.05s
386/43812 (epoch 0.881) train_loss=209.02279663 time/batch=0.04s
387/43812 (epoch 0.883) train_loss=384.63208008 time/batch=0.07s
388/43812 (epoch 0.886) train_loss=235.27059937 time/batch=0.04s
