vocabulary size: 462
n tunes: 3688
n train tunes: 3504.0
n validation tunes: 184.0
33/13140 (epoch 0.075) train_loss=746.05456543 time/batch=0.31s
34/13140 (epoch 0.078) train_loss=606.89233398 time/batch=0.10s
35/13140 (epoch 0.080) train_loss=569.54882812 time/batch=0.09s
36/13140 (epoch 0.082) train_loss=457.48797607 time/batch=0.07s
37/13140 (epoch 0.084) train_loss=894.68811035 time/batch=0.14s
38/13140 (epoch 0.087) train_loss=361.13262939 time/batch=0.07s
39/13140 (epoch 0.089) train_loss=569.07397461 time/batch=0.09s
40/13140 (epoch 0.091) train_loss=708.07263184 time/batch=0.17s
41/13140 (epoch 0.094) train_loss=314.43737793 time/batch=0.05s
42/13140 (epoch 0.096) train_loss=678.76007080 time/batch=0.12s
43/13140 (epoch 0.098) train_loss=510.01672363 time/batch=0.08s
44/13140 (epoch 0.100) train_loss=969.73681641 time/batch=0.18s
45/13140 (epoch 0.103) train_loss=257.90432739 time/batch=0.04s
46/13140 (epoch 0.105) train_loss=356.00653076 time/batch=0.06s
47/13140 (epoch 0.107) train_loss=162.76045227 time/batch=0.03s
48/13140 (epoch 0.110) train_loss=648.06646729 time/batch=0.34s
49/13140 (epoch 0.112) train_loss=571.44689941 time/batch=0.22s
50/13140 (epoch 0.114) train_loss=426.83813477 time/batch=0.07s
51/13140 (epoch 0.116) train_loss=294.26715088 time/batch=0.05s
52/13140 (epoch 0.119) train_loss=404.75555420 time/batch=0.07s
53/13140 (epoch 0.121) train_loss=1084.95629883 time/batch=0.21s
54/13140 (epoch 0.123) train_loss=361.71704102 time/batch=0.05s
55/13140 (epoch 0.126) train_loss=481.56970215 time/batch=0.08s
56/13140 (epoch 0.128) train_loss=757.99182129 time/batch=0.12s
57/13140 (epoch 0.130) train_loss=335.65802002 time/batch=0.05s
58/13140 (epoch 0.132) train_loss=274.95477295 time/batch=0.05s
59/13140 (epoch 0.135) train_loss=214.30700684 time/batch=0.04s
60/13140 (epoch 0.137) train_loss=767.15661621 time/batch=0.12s
61/13140 (epoch 0.139) train_loss=473.26470947 time/batch=0.08s
62/13140 (epoch 0.142) train_loss=491.64007568 time/batch=0.33s
63/13140 (epoch 0.144) train_loss=751.44232178 time/batch=0.14s
64/13140 (epoch 0.146) train_loss=386.96630859 time/batch=0.06s
65/13140 (epoch 0.148) train_loss=538.59838867 time/batch=0.08s
66/13140 (epoch 0.151) train_loss=423.77642822 time/batch=0.07s
67/13140 (epoch 0.153) train_loss=465.28717041 time/batch=0.08s
68/13140 (epoch 0.155) train_loss=534.45776367 time/batch=0.08s
69/13140 (epoch 0.158) train_loss=165.98107910 time/batch=0.03s
70/13140 (epoch 0.160) train_loss=430.52014160 time/batch=0.07s
71/13140 (epoch 0.162) train_loss=532.82751465 time/batch=0.08s
72/13140 (epoch 0.164) train_loss=300.76947021 time/batch=0.05s
73/13140 (epoch 0.167) train_loss=162.74145508 time/batch=0.03s
74/13140 (epoch 0.169) train_loss=993.46728516 time/batch=0.17s
75/13140 (epoch 0.171) train_loss=158.66842651 time/batch=0.04s
76/13140 (epoch 0.174) train_loss=236.19863892 time/batch=0.04s
77/13140 (epoch 0.176) train_loss=681.62219238 time/batch=0.11s
78/13140 (epoch 0.178) train_loss=502.33111572 time/batch=0.08s
79/13140 (epoch 0.180) train_loss=568.16784668 time/batch=0.09s
80/13140 (epoch 0.183) train_loss=522.63909912 time/batch=0.08s
81/13140 (epoch 0.185) train_loss=759.35937500 time/batch=0.12s
82/13140 (epoch 0.187) train_loss=361.47894287 time/batch=0.06s
83/13140 (epoch 0.189) train_loss=780.04199219 time/batch=0.14s
84/13140 (epoch 0.192) train_loss=705.64257812 time/batch=0.11s
85/13140 (epoch 0.194) train_loss=494.77243042 time/batch=0.08s
86/13140 (epoch 0.196) train_loss=501.72964478 time/batch=0.08s
87/13140 (epoch 0.199) train_loss=283.43325806 time/batch=0.05s
88/13140 (epoch 0.201) train_loss=448.64495850 time/batch=0.08s
89/13140 (epoch 0.203) train_loss=401.32427979 time/batch=0.06s
90/13140 (epoch 0.205) train_loss=576.77301025 time/batch=0.09s
91/13140 (epoch 0.208) train_loss=355.34564209 time/batch=0.06s
92/13140 (epoch 0.210) train_loss=708.20739746 time/batch=0.10s
93/13140 (epoch 0.212) train_loss=167.43930054 time/batch=0.03s
94/13140 (epoch 0.215) train_loss=471.15710449 time/batch=0.08s
95/13140 (epoch 0.217) train_loss=341.68374634 time/batch=0.06s
96/13140 (epoch 0.219) train_loss=311.07220459 time/batch=0.05s
97/13140 (epoch 0.221) train_loss=212.76065063 time/batch=0.03s
98/13140 (epoch 0.224) train_loss=510.67843628 time/batch=0.08s
99/13140 (epoch 0.226) train_loss=226.87559509 time/batch=0.04s
Validating
    loss:	392.311573

100/13140 (epoch 0.228) train_loss=348.77355957 time/batch=0.53s
101/13140 (epoch 0.231) train_loss=371.01559448 time/batch=0.06s
102/13140 (epoch 0.233) train_loss=314.42886353 time/batch=0.05s
103/13140 (epoch 0.235) train_loss=285.93786621 time/batch=0.05s
104/13140 (epoch 0.237) train_loss=938.75964355 time/batch=0.28s
105/13140 (epoch 0.240) train_loss=192.38310242 time/batch=0.03s
106/13140 (epoch 0.242) train_loss=246.98760986 time/batch=0.04s
107/13140 (epoch 0.244) train_loss=458.44540405 time/batch=0.09s
108/13140 (epoch 0.247) train_loss=625.53558350 time/batch=0.10s
109/13140 (epoch 0.249) train_loss=169.75953674 time/batch=0.03s
110/13140 (epoch 0.251) train_loss=573.31103516 time/batch=0.09s
111/13140 (epoch 0.253) train_loss=228.84555054 time/batch=0.04s
112/13140 (epoch 0.256) train_loss=426.97375488 time/batch=0.07s
113/13140 (epoch 0.258) train_loss=467.83956909 time/batch=0.07s
114/13140 (epoch 0.260) train_loss=603.01159668 time/batch=0.09s
115/13140 (epoch 0.263) train_loss=317.33566284 time/batch=0.06s
116/13140 (epoch 0.265) train_loss=507.14758301 time/batch=0.08s
117/13140 (epoch 0.267) train_loss=565.05902100 time/batch=0.09s
118/13140 (epoch 0.269) train_loss=179.42401123 time/batch=0.03s
119/13140 (epoch 0.272) train_loss=463.02377319 time/batch=0.08s
120/13140 (epoch 0.274) train_loss=491.86511230 time/batch=0.08s
121/13140 (epoch 0.276) train_loss=457.25286865 time/batch=0.08s
122/13140 (epoch 0.279) train_loss=452.27069092 time/batch=0.07s
123/13140 (epoch 0.281) train_loss=412.81210327 time/batch=0.07s
124/13140 (epoch 0.283) train_loss=808.37597656 time/batch=0.18s
125/13140 (epoch 0.285) train_loss=475.18487549 time/batch=0.08s
126/13140 (epoch 0.288) train_loss=592.35821533 time/batch=0.09s
127/13140 (epoch 0.290) train_loss=429.19699097 time/batch=0.08s
128/13140 (epoch 0.292) train_loss=648.81011963 time/batch=0.10s
129/13140 (epoch 0.295) train_loss=302.38903809 time/batch=0.05s
130/13140 (epoch 0.297) train_loss=158.69561768 time/batch=0.03s
131/13140 (epoch 0.299) train_loss=274.92199707 time/batch=0.04s
132/13140 (epoch 0.301) train_loss=580.22436523 time/batch=0.09s
133/13140 (epoch 0.304) train_loss=417.48815918 time/batch=0.15s
134/13140 (epoch 0.306) train_loss=169.82388306 time/batch=0.04s
135/13140 (epoch 0.308) train_loss=466.60720825 time/batch=0.07s
136/13140 (epoch 0.311) train_loss=604.93322754 time/batch=0.11s
137/13140 (epoch 0.313) train_loss=419.37106323 time/batch=0.07s
138/13140 (epoch 0.315) train_loss=315.80197144 time/batch=0.05s
139/13140 (epoch 0.317) train_loss=260.20227051 time/batch=0.04s
140/13140 (epoch 0.320) train_loss=170.03350830 time/batch=0.03s
141/13140 (epoch 0.322) train_loss=497.15704346 time/batch=0.08s
142/13140 (epoch 0.324) train_loss=255.61422729 time/batch=0.04s
143/13140 (epoch 0.326) train_loss=689.14678955 time/batch=0.11s
144/13140 (epoch 0.329) train_loss=299.46685791 time/batch=0.05s
145/13140 (epoch 0.331) train_loss=164.60929871 time/batch=0.03s
146/13140 (epoch 0.333) train_loss=231.91085815 time/batch=0.04s
147/13140 (epoch 0.336) train_loss=525.62683105 time/batch=0.08s
148/13140 (epoch 0.338) train_loss=152.40954590 time/batch=0.03s
149/13140 (epoch 0.340) train_loss=495.84915161 time/batch=0.08s
150/13140 (epoch 0.342) train_loss=308.13787842 time/batch=0.05s
151/13140 (epoch 0.345) train_loss=178.02429199 time/batch=0.03s
152/13140 (epoch 0.347) train_loss=284.09210205 time/batch=0.05s
153/13140 (epoch 0.349) train_loss=596.71673584 time/batch=0.10s
154/13140 (epoch 0.352) train_loss=391.66094971 time/batch=0.07s
155/13140 (epoch 0.354) train_loss=374.43206787 time/batch=0.06s
156/13140 (epoch 0.356) train_loss=328.65164185 time/batch=0.05s
157/13140 (epoch 0.358) train_loss=461.60156250 time/batch=0.08s
158/13140 (epoch 0.361) train_loss=484.06332397 time/batch=0.08s
159/13140 (epoch 0.363) train_loss=491.50238037 time/batch=0.08s
160/13140 (epoch 0.365) train_loss=413.05932617 time/batch=0.06s
161/13140 (epoch 0.368) train_loss=340.06094360 time/batch=0.06s
162/13140 (epoch 0.370) train_loss=518.82458496 time/batch=0.09s
163/13140 (epoch 0.372) train_loss=367.16638184 time/batch=0.05s
164/13140 (epoch 0.374) train_loss=237.92195129 time/batch=0.04s
165/13140 (epoch 0.377) train_loss=234.63577271 time/batch=0.05s
166/13140 (epoch 0.379) train_loss=286.34204102 time/batch=0.05s
167/13140 (epoch 0.381) train_loss=281.84863281 time/batch=0.05s
168/13140 (epoch 0.384) train_loss=271.29718018 time/batch=0.04s
169/13140 (epoch 0.386) train_loss=378.41436768 time/batch=0.07s
170/13140 (epoch 0.388) train_loss=640.92449951 time/batch=0.09s
171/13140 (epoch 0.390) train_loss=290.08743286 time/batch=0.05s
172/13140 (epoch 0.393) train_loss=605.34008789 time/batch=0.10s
173/13140 (epoch 0.395) train_loss=331.60174561 time/batch=0.05s
174/13140 (epoch 0.397) train_loss=467.74380493 time/batch=0.25s
175/13140 (epoch 0.400) train_loss=443.94857788 time/batch=0.07s
176/13140 (epoch 0.402) train_loss=601.05334473 time/batch=0.09s
177/13140 (epoch 0.404) train_loss=286.05731201 time/batch=0.05s
178/13140 (epoch 0.406) train_loss=367.45895386 time/batch=0.07s
179/13140 (epoch 0.409) train_loss=577.34741211 time/batch=0.10s
180/13140 (epoch 0.411) train_loss=277.36157227 time/batch=0.05s
181/13140 (epoch 0.413) train_loss=427.38162231 time/batch=0.07s
182/13140 (epoch 0.416) train_loss=1082.15356445 time/batch=0.07s
183/13140 (epoch 0.418) train_loss=325.42944336 time/batch=0.05s
184/13140 (epoch 0.420) train_loss=434.68939209 time/batch=0.08s
185/13140 (epoch 0.422) train_loss=228.49739075 time/batch=0.04s
186/13140 (epoch 0.425) train_loss=642.81384277 time/batch=0.10s
187/13140 (epoch 0.427) train_loss=327.21044922 time/batch=0.06s
188/13140 (epoch 0.429) train_loss=277.81634521 time/batch=0.05s
189/13140 (epoch 0.432) train_loss=361.95425415 time/batch=0.06s
190/13140 (epoch 0.434) train_loss=619.88220215 time/batch=0.09s
191/13140 (epoch 0.436) train_loss=279.36734009 time/batch=0.05s
192/13140 (epoch 0.438) train_loss=237.54504395 time/batch=0.05s
193/13140 (epoch 0.441) train_loss=313.68203735 time/batch=0.05s
194/13140 (epoch 0.443) train_loss=341.20791626 time/batch=0.05s
195/13140 (epoch 0.445) train_loss=374.80001831 time/batch=0.06s
196/13140 (epoch 0.447) train_loss=277.26678467 time/batch=0.04s
197/13140 (epoch 0.450) train_loss=303.25869751 time/batch=0.05s
198/13140 (epoch 0.452) train_loss=187.63909912 time/batch=0.04s
199/13140 (epoch 0.454) train_loss=431.26358032 time/batch=0.07s
Validating
    loss:	390.272288

200/13140 (epoch 0.457) train_loss=300.36914062 time/batch=0.52s
201/13140 (epoch 0.459) train_loss=355.77545166 time/batch=0.06s
202/13140 (epoch 0.461) train_loss=421.14257812 time/batch=0.07s
203/13140 (epoch 0.463) train_loss=414.69476318 time/batch=0.07s
204/13140 (epoch 0.466) train_loss=321.45452881 time/batch=0.05s
205/13140 (epoch 0.468) train_loss=206.91362000 time/batch=0.04s
206/13140 (epoch 0.470) train_loss=221.23736572 time/batch=0.04s
207/13140 (epoch 0.473) train_loss=277.44787598 time/batch=0.05s
208/13140 (epoch 0.475) train_loss=435.70520020 time/batch=0.07s
209/13140 (epoch 0.477) train_loss=397.53897095 time/batch=0.07s
210/13140 (epoch 0.479) train_loss=210.32202148 time/batch=0.04s
211/13140 (epoch 0.482) train_loss=534.02008057 time/batch=0.09s
212/13140 (epoch 0.484) train_loss=562.97631836 time/batch=0.10s
213/13140 (epoch 0.486) train_loss=194.63259888 time/batch=0.03s
214/13140 (epoch 0.489) train_loss=391.39349365 time/batch=0.06s
215/13140 (epoch 0.491) train_loss=302.36380005 time/batch=0.05s
216/13140 (epoch 0.493) train_loss=416.74627686 time/batch=0.07s
217/13140 (epoch 0.495) train_loss=183.38812256 time/batch=0.03s
218/13140 (epoch 0.498) train_loss=327.18847656 time/batch=0.05s
219/13140 (epoch 0.500) train_loss=356.55902100 time/batch=0.06s
220/13140 (epoch 0.502) train_loss=376.19262695 time/batch=0.07s
221/13140 (epoch 0.505) train_loss=480.52648926 time/batch=0.08s
222/13140 (epoch 0.507) train_loss=317.84118652 time/batch=0.04s
223/13140 (epoch 0.509) train_loss=159.86322021 time/batch=0.03s
224/13140 (epoch 0.511) train_loss=345.41625977 time/batch=0.06s
225/13140 (epoch 0.514) train_loss=433.72430420 time/batch=0.08s
226/13140 (epoch 0.516) train_loss=278.79248047 time/batch=0.04s
227/13140 (epoch 0.518) train_loss=550.14123535 time/batch=0.09s
228/13140 (epoch 0.521) train_loss=341.72546387 time/batch=0.06s
229/13140 (epoch 0.523) train_loss=154.69799805 time/batch=0.03s
230/13140 (epoch 0.525) train_loss=259.39221191 time/batch=0.05s
231/13140 (epoch 0.527) train_loss=337.01275635 time/batch=0.05s
232/13140 (epoch 0.530) train_loss=420.65939331 time/batch=0.08s
233/13140 (epoch 0.532) train_loss=609.24267578 time/batch=0.10s
234/13140 (epoch 0.534) train_loss=354.97955322 time/batch=0.06s
235/13140 (epoch 0.537) train_loss=184.54690552 time/batch=0.04s
236/13140 (epoch 0.539) train_loss=376.67620850 time/batch=0.06s
237/13140 (epoch 0.541) train_loss=197.59915161 time/batch=0.04s
238/13140 (epoch 0.543) train_loss=278.19158936 time/batch=0.05s
239/13140 (epoch 0.546) train_loss=313.18963623 time/batch=0.05s
240/13140 (epoch 0.548) train_loss=299.36758423 time/batch=0.05s
241/13140 (epoch 0.550) train_loss=317.59872437 time/batch=0.06s
242/13140 (epoch 0.553) train_loss=289.94470215 time/batch=0.05s
243/13140 (epoch 0.555) train_loss=595.81262207 time/batch=0.10s
244/13140 (epoch 0.557) train_loss=212.38192749 time/batch=0.04s
245/13140 (epoch 0.559) train_loss=458.77758789 time/batch=0.07s
246/13140 (epoch 0.562) train_loss=279.14233398 time/batch=0.05s
247/13140 (epoch 0.564) train_loss=523.16723633 time/batch=0.08s
248/13140 (epoch 0.566) train_loss=207.77902222 time/batch=0.04s
249/13140 (epoch 0.568) train_loss=236.79888916 time/batch=0.04s
250/13140 (epoch 0.571) train_loss=420.07849121 time/batch=0.07s
251/13140 (epoch 0.573) train_loss=288.87075806 time/batch=0.05s
252/13140 (epoch 0.575) train_loss=344.59002686 time/batch=0.06s
253/13140 (epoch 0.578) train_loss=192.78240967 time/batch=0.04s
254/13140 (epoch 0.580) train_loss=289.17379761 time/batch=0.05s
255/13140 (epoch 0.582) train_loss=660.18005371 time/batch=0.18s
256/13140 (epoch 0.584) train_loss=186.36376953 time/batch=0.04s
257/13140 (epoch 0.587) train_loss=280.69970703 time/batch=0.05s
258/13140 (epoch 0.589) train_loss=358.01016235 time/batch=0.06s
259/13140 (epoch 0.591) train_loss=339.16302490 time/batch=0.06s
260/13140 (epoch 0.594) train_loss=241.27738953 time/batch=0.04s
261/13140 (epoch 0.596) train_loss=315.52770996 time/batch=0.06s
262/13140 (epoch 0.598) train_loss=193.52947998 time/batch=0.03s
263/13140 (epoch 0.600) train_loss=423.97766113 time/batch=0.08s
264/13140 (epoch 0.603) train_loss=155.07302856 time/batch=0.03s
265/13140 (epoch 0.605) train_loss=454.64227295 time/batch=0.07s
266/13140 (epoch 0.607) train_loss=240.82453918 time/batch=0.04s
267/13140 (epoch 0.610) train_loss=206.45602417 time/batch=0.04s
268/13140 (epoch 0.612) train_loss=200.47146606 time/batch=0.03s
269/13140 (epoch 0.614) train_loss=413.45397949 time/batch=0.07s
270/13140 (epoch 0.616) train_loss=222.68281555 time/batch=0.03s
271/13140 (epoch 0.619) train_loss=393.42654419 time/batch=0.24s
272/13140 (epoch 0.621) train_loss=260.82705688 time/batch=0.05s
273/13140 (epoch 0.623) train_loss=229.51177979 time/batch=0.04s
274/13140 (epoch 0.626) train_loss=297.88714600 time/batch=0.05s
275/13140 (epoch 0.628) train_loss=177.67218018 time/batch=0.03s
276/13140 (epoch 0.630) train_loss=253.83763123 time/batch=0.05s
277/13140 (epoch 0.632) train_loss=156.56282043 time/batch=0.03s
278/13140 (epoch 0.635) train_loss=311.56573486 time/batch=0.05s
279/13140 (epoch 0.637) train_loss=222.17031860 time/batch=0.04s
280/13140 (epoch 0.639) train_loss=439.82708740 time/batch=0.07s
281/13140 (epoch 0.642) train_loss=198.37785339 time/batch=0.04s
282/13140 (epoch 0.644) train_loss=363.85919189 time/batch=0.06s
283/13140 (epoch 0.646) train_loss=365.78948975 time/batch=0.06s
284/13140 (epoch 0.648) train_loss=207.14797974 time/batch=0.04s
285/13140 (epoch 0.651) train_loss=366.40063477 time/batch=0.06s
286/13140 (epoch 0.653) train_loss=199.53302002 time/batch=0.03s
287/13140 (epoch 0.655) train_loss=164.61843872 time/batch=0.04s
288/13140 (epoch 0.658) train_loss=571.46704102 time/batch=0.15s
289/13140 (epoch 0.660) train_loss=355.57543945 time/batch=0.07s
290/13140 (epoch 0.662) train_loss=201.92274475 time/batch=0.03s
291/13140 (epoch 0.664) train_loss=508.21224976 time/batch=0.09s
292/13140 (epoch 0.667) train_loss=236.65789795 time/batch=0.04s
293/13140 (epoch 0.669) train_loss=260.53234863 time/batch=0.05s
294/13140 (epoch 0.671) train_loss=358.97506714 time/batch=0.06s
295/13140 (epoch 0.674) train_loss=381.03686523 time/batch=0.06s
296/13140 (epoch 0.676) train_loss=515.36785889 time/batch=0.08s
297/13140 (epoch 0.678) train_loss=408.42260742 time/batch=0.07s
298/13140 (epoch 0.680) train_loss=233.63621521 time/batch=0.04s
299/13140 (epoch 0.683) train_loss=305.50128174 time/batch=0.05s
Validating
    loss:	390.010459

300/13140 (epoch 0.685) train_loss=430.67089844 time/batch=0.54s
301/13140 (epoch 0.687) train_loss=265.25051880 time/batch=0.05s
302/13140 (epoch 0.689) train_loss=228.41845703 time/batch=0.04s
303/13140 (epoch 0.692) train_loss=281.89855957 time/batch=0.04s
304/13140 (epoch 0.694) train_loss=206.87677002 time/batch=0.04s
305/13140 (epoch 0.696) train_loss=442.82836914 time/batch=0.08s
306/13140 (epoch 0.699) train_loss=367.82345581 time/batch=0.06s
307/13140 (epoch 0.701) train_loss=361.88427734 time/batch=0.06s
308/13140 (epoch 0.703) train_loss=379.67785645 time/batch=0.07s
309/13140 (epoch 0.705) train_loss=356.70742798 time/batch=0.06s
310/13140 (epoch 0.708) train_loss=160.91851807 time/batch=0.03s
311/13140 (epoch 0.710) train_loss=200.55831909 time/batch=0.03s
312/13140 (epoch 0.712) train_loss=312.92156982 time/batch=0.06s
313/13140 (epoch 0.715) train_loss=362.38433838 time/batch=0.06s
314/13140 (epoch 0.717) train_loss=224.71794128 time/batch=0.04s
315/13140 (epoch 0.719) train_loss=324.93341064 time/batch=0.07s
316/13140 (epoch 0.721) train_loss=371.77197266 time/batch=0.05s
317/13140 (epoch 0.724) train_loss=227.80107117 time/batch=0.04s
318/13140 (epoch 0.726) train_loss=221.16067505 time/batch=0.05s
319/13140 (epoch 0.728) train_loss=315.95614624 time/batch=0.05s
320/13140 (epoch 0.731) train_loss=502.57513428 time/batch=0.08s
321/13140 (epoch 0.733) train_loss=367.43353271 time/batch=0.07s
322/13140 (epoch 0.735) train_loss=444.46649170 time/batch=0.07s
323/13140 (epoch 0.737) train_loss=253.83270264 time/batch=0.05s
324/13140 (epoch 0.740) train_loss=363.83627319 time/batch=0.06s
325/13140 (epoch 0.742) train_loss=493.51132202 time/batch=0.06s
326/13140 (epoch 0.744) train_loss=224.80999756 time/batch=0.04s
327/13140 (epoch 0.747) train_loss=253.06570435 time/batch=0.05s
328/13140 (epoch 0.749) train_loss=261.69631958 time/batch=0.04s
329/13140 (epoch 0.751) train_loss=234.59786987 time/batch=0.04s
330/13140 (epoch 0.753) train_loss=217.22319031 time/batch=0.04s
331/13140 (epoch 0.756) train_loss=382.12313843 time/batch=0.06s
332/13140 (epoch 0.758) train_loss=290.61077881 time/batch=0.05s
333/13140 (epoch 0.760) train_loss=322.27850342 time/batch=0.05s
334/13140 (epoch 0.763) train_loss=477.83117676 time/batch=0.08s
335/13140 (epoch 0.765) train_loss=494.81356812 time/batch=0.09s
336/13140 (epoch 0.767) train_loss=317.71844482 time/batch=0.05s
337/13140 (epoch 0.769) train_loss=435.63470459 time/batch=0.07s
338/13140 (epoch 0.772) train_loss=190.43585205 time/batch=0.04s
339/13140 (epoch 0.774) train_loss=265.89489746 time/batch=0.05s
340/13140 (epoch 0.776) train_loss=471.04278564 time/batch=0.07s
341/13140 (epoch 0.779) train_loss=372.25854492 time/batch=0.06s
342/13140 (epoch 0.781) train_loss=187.41030884 time/batch=0.03s
343/13140 (epoch 0.783) train_loss=307.18902588 time/batch=0.06s
344/13140 (epoch 0.785) train_loss=191.62080383 time/batch=0.03s
345/13140 (epoch 0.788) train_loss=158.85537720 time/batch=0.03s
346/13140 (epoch 0.790) train_loss=375.97119141 time/batch=0.06s
347/13140 (epoch 0.792) train_loss=284.60778809 time/batch=0.05s
348/13140 (epoch 0.795) train_loss=159.20812988 time/batch=0.03s
349/13140 (epoch 0.797) train_loss=262.74621582 time/batch=0.05s
350/13140 (epoch 0.799) train_loss=384.33850098 time/batch=0.06s
351/13140 (epoch 0.801) train_loss=216.24325562 time/batch=0.04s
352/13140 (epoch 0.804) train_loss=203.74633789 time/batch=0.04s
353/13140 (epoch 0.806) train_loss=159.78726196 time/batch=0.03s
354/13140 (epoch 0.808) train_loss=372.80416870 time/batch=0.07s
355/13140 (epoch 0.811) train_loss=151.98858643 time/batch=0.03s
356/13140 (epoch 0.813) train_loss=427.84545898 time/batch=0.07s
357/13140 (epoch 0.815) train_loss=303.29821777 time/batch=0.05s
358/13140 (epoch 0.817) train_loss=216.47636414 time/batch=0.04s
359/13140 (epoch 0.820) train_loss=370.95532227 time/batch=0.06s
360/13140 (epoch 0.822) train_loss=250.76759338 time/batch=0.05s
361/13140 (epoch 0.824) train_loss=182.67398071 time/batch=0.03s
362/13140 (epoch 0.826) train_loss=327.13903809 time/batch=0.06s
363/13140 (epoch 0.829) train_loss=327.05596924 time/batch=0.05s
364/13140 (epoch 0.831) train_loss=397.19042969 time/batch=0.07s
365/13140 (epoch 0.833) train_loss=376.99935913 time/batch=0.07s
366/13140 (epoch 0.836) train_loss=170.86914062 time/batch=0.03s
367/13140 (epoch 0.838) train_loss=256.32952881 time/batch=0.05s
368/13140 (epoch 0.840) train_loss=244.03614807 time/batch=0.04s
369/13140 (epoch 0.842) train_loss=233.38117981 time/batch=0.04s
370/13140 (epoch 0.845) train_loss=338.10885620 time/batch=0.06s
371/13140 (epoch 0.847) train_loss=268.24954224 time/batch=0.05s
372/13140 (epoch 0.849) train_loss=430.46160889 time/batch=0.07s
373/13140 (epoch 0.852) train_loss=153.32508850 time/batch=0.03s
374/13140 (epoch 0.854) train_loss=465.10308838 time/batch=0.08s
375/13140 (epoch 0.856) train_loss=262.65597534 time/batch=0.04s
376/13140 (epoch 0.858) train_loss=392.42684937 time/batch=0.07s
377/13140 (epoch 0.861) train_loss=258.88647461 time/batch=0.04s
378/13140 (epoch 0.863) train_loss=434.22521973 time/batch=0.08s
379/13140 (epoch 0.865) train_loss=182.76446533 time/batch=0.03s
380/13140 (epoch 0.868) train_loss=326.71444702 time/batch=0.05s
381/13140 (epoch 0.870) train_loss=263.59719849 time/batch=0.05s
382/13140 (epoch 0.872) train_loss=379.12011719 time/batch=0.06s
383/13140 (epoch 0.874) train_loss=429.31808472 time/batch=0.07s
384/13140 (epoch 0.877) train_loss=236.43783569 time/batch=0.05s
385/13140 (epoch 0.879) train_loss=180.57418823 time/batch=0.03s
386/13140 (epoch 0.881) train_loss=220.61886597 time/batch=0.04s
387/13140 (epoch 0.884) train_loss=258.83538818 time/batch=0.05s
388/13140 (epoch 0.886) train_loss=318.65310669 time/batch=0.06s
