vocabulary size: 4191
n tunes: 3689
n train tunes: 3505.0
n validation tunes: 184.0
45/43812 (epoch 0.103) train_loss=1713.53002930 time/batch=0.38s
46/43812 (epoch 0.105) train_loss=692.99072266 time/batch=0.17s
47/43812 (epoch 0.107) train_loss=665.00708008 time/batch=0.17s
48/43812 (epoch 0.110) train_loss=649.75823975 time/batch=0.17s
49/43812 (epoch 0.112) train_loss=216.89706421 time/batch=0.05s
50/43812 (epoch 0.114) train_loss=1398.23217773 time/batch=0.28s
51/43812 (epoch 0.116) train_loss=1345.02172852 time/batch=0.30s
52/43812 (epoch 0.119) train_loss=414.37414551 time/batch=0.11s
53/43812 (epoch 0.121) train_loss=961.39044189 time/batch=0.22s
54/43812 (epoch 0.123) train_loss=456.03060913 time/batch=0.13s
55/43812 (epoch 0.126) train_loss=729.89605713 time/batch=0.19s
56/43812 (epoch 0.128) train_loss=2086.82177734 time/batch=0.38s
57/43812 (epoch 0.130) train_loss=602.40686035 time/batch=0.15s
58/43812 (epoch 0.132) train_loss=661.58703613 time/batch=0.18s
59/43812 (epoch 0.135) train_loss=593.80639648 time/batch=0.16s
60/43812 (epoch 0.137) train_loss=607.66455078 time/batch=0.15s
61/43812 (epoch 0.139) train_loss=686.85437012 time/batch=0.18s
62/43812 (epoch 0.142) train_loss=2109.46582031 time/batch=0.45s
63/43812 (epoch 0.144) train_loss=457.54803467 time/batch=0.11s
64/43812 (epoch 0.146) train_loss=361.93310547 time/batch=0.09s
65/43812 (epoch 0.148) train_loss=857.40032959 time/batch=0.22s
66/43812 (epoch 0.151) train_loss=517.88989258 time/batch=0.14s
67/43812 (epoch 0.153) train_loss=1472.50195312 time/batch=0.30s
68/43812 (epoch 0.155) train_loss=426.81039429 time/batch=0.12s
69/43812 (epoch 0.157) train_loss=234.62850952 time/batch=0.07s
70/43812 (epoch 0.160) train_loss=413.91000366 time/batch=0.11s
71/43812 (epoch 0.162) train_loss=190.44674683 time/batch=0.05s
72/43812 (epoch 0.164) train_loss=2210.20166016 time/batch=0.48s
73/43812 (epoch 0.167) train_loss=304.02471924 time/batch=0.08s
74/43812 (epoch 0.169) train_loss=372.44754028 time/batch=0.10s
75/43812 (epoch 0.171) train_loss=548.18701172 time/batch=0.13s
76/43812 (epoch 0.173) train_loss=894.63781738 time/batch=0.23s
77/43812 (epoch 0.176) train_loss=375.61785889 time/batch=0.09s
78/43812 (epoch 0.178) train_loss=291.23486328 time/batch=0.08s
79/43812 (epoch 0.180) train_loss=216.32192993 time/batch=0.06s
80/43812 (epoch 0.183) train_loss=1078.02563477 time/batch=0.25s
81/43812 (epoch 0.185) train_loss=505.94482422 time/batch=0.13s
82/43812 (epoch 0.187) train_loss=251.54629517 time/batch=0.08s
83/43812 (epoch 0.189) train_loss=143.17816162 time/batch=0.04s
84/43812 (epoch 0.192) train_loss=546.53222656 time/batch=0.14s
85/43812 (epoch 0.194) train_loss=7508.12353516 time/batch=2.32s
86/43812 (epoch 0.196) train_loss=229.82276917 time/batch=0.14s
87/43812 (epoch 0.199) train_loss=1734.81958008 time/batch=0.52s
88/43812 (epoch 0.201) train_loss=304.82150269 time/batch=0.08s
89/43812 (epoch 0.203) train_loss=836.15246582 time/batch=0.21s
90/43812 (epoch 0.205) train_loss=685.80114746 time/batch=0.18s
91/43812 (epoch 0.208) train_loss=629.72363281 time/batch=0.16s
92/43812 (epoch 0.210) train_loss=551.29431152 time/batch=0.14s
93/43812 (epoch 0.212) train_loss=600.55261230 time/batch=0.15s
94/43812 (epoch 0.215) train_loss=541.43377686 time/batch=0.16s
95/43812 (epoch 0.217) train_loss=956.76971436 time/batch=0.21s
96/43812 (epoch 0.219) train_loss=478.83654785 time/batch=0.14s
97/43812 (epoch 0.221) train_loss=400.43981934 time/batch=0.10s
98/43812 (epoch 0.224) train_loss=1116.57104492 time/batch=0.24s
99/43812 (epoch 0.226) train_loss=770.15527344 time/batch=0.17s
Validating
    loss:	588.471640

100/43812 (epoch 0.228) train_loss=779.75897217 time/batch=2.55s
101/43812 (epoch 0.231) train_loss=757.81628418 time/batch=0.19s
102/43812 (epoch 0.233) train_loss=494.13494873 time/batch=0.13s
103/43812 (epoch 0.235) train_loss=451.02975464 time/batch=0.11s
104/43812 (epoch 0.237) train_loss=573.02545166 time/batch=0.16s
105/43812 (epoch 0.240) train_loss=358.75708008 time/batch=0.10s
106/43812 (epoch 0.242) train_loss=715.75164795 time/batch=0.20s
107/43812 (epoch 0.244) train_loss=575.62890625 time/batch=0.13s
108/43812 (epoch 0.247) train_loss=327.55999756 time/batch=0.08s
109/43812 (epoch 0.249) train_loss=347.14990234 time/batch=0.10s
110/43812 (epoch 0.251) train_loss=367.29757690 time/batch=0.09s
111/43812 (epoch 0.253) train_loss=212.48318481 time/batch=0.06s
112/43812 (epoch 0.256) train_loss=529.07446289 time/batch=0.14s
113/43812 (epoch 0.258) train_loss=212.91465759 time/batch=0.07s
114/43812 (epoch 0.260) train_loss=345.62567139 time/batch=0.09s
115/43812 (epoch 0.262) train_loss=379.48394775 time/batch=0.11s
116/43812 (epoch 0.265) train_loss=315.12933350 time/batch=0.09s
117/43812 (epoch 0.267) train_loss=339.72393799 time/batch=0.08s
118/43812 (epoch 0.269) train_loss=221.24705505 time/batch=0.06s
119/43812 (epoch 0.272) train_loss=455.82693481 time/batch=0.12s
120/43812 (epoch 0.274) train_loss=744.04034424 time/batch=0.20s
121/43812 (epoch 0.276) train_loss=13.00945854 time/batch=0.02s
122/43812 (epoch 0.278) train_loss=689.24926758 time/batch=0.16s
123/43812 (epoch 0.281) train_loss=422.99456787 time/batch=0.12s
124/43812 (epoch 0.283) train_loss=438.57196045 time/batch=0.12s
125/43812 (epoch 0.285) train_loss=455.40298462 time/batch=0.11s
126/43812 (epoch 0.288) train_loss=688.99401855 time/batch=0.18s
127/43812 (epoch 0.290) train_loss=199.67845154 time/batch=0.05s
128/43812 (epoch 0.292) train_loss=388.73840332 time/batch=0.12s
129/43812 (epoch 0.294) train_loss=316.35592651 time/batch=0.07s
130/43812 (epoch 0.297) train_loss=359.60476685 time/batch=0.10s
131/43812 (epoch 0.299) train_loss=535.26745605 time/batch=0.14s
132/43812 (epoch 0.301) train_loss=587.07763672 time/batch=0.16s
133/43812 (epoch 0.304) train_loss=947.45550537 time/batch=0.24s
134/43812 (epoch 0.306) train_loss=304.81408691 time/batch=0.08s
135/43812 (epoch 0.308) train_loss=654.40563965 time/batch=0.14s
136/43812 (epoch 0.310) train_loss=487.15261841 time/batch=0.14s
137/43812 (epoch 0.313) train_loss=320.56301880 time/batch=0.07s
138/43812 (epoch 0.315) train_loss=704.64440918 time/batch=0.17s
139/43812 (epoch 0.317) train_loss=321.92083740 time/batch=0.10s
140/43812 (epoch 0.320) train_loss=327.27493286 time/batch=0.09s
141/43812 (epoch 0.322) train_loss=492.33972168 time/batch=0.14s
142/43812 (epoch 0.324) train_loss=209.74075317 time/batch=0.06s
143/43812 (epoch 0.326) train_loss=443.57305908 time/batch=0.12s
144/43812 (epoch 0.329) train_loss=450.37597656 time/batch=0.12s
145/43812 (epoch 0.331) train_loss=580.99951172 time/batch=0.15s
146/43812 (epoch 0.333) train_loss=265.47521973 time/batch=0.07s
147/43812 (epoch 0.336) train_loss=289.38113403 time/batch=0.10s
148/43812 (epoch 0.338) train_loss=499.02929688 time/batch=0.13s
149/43812 (epoch 0.340) train_loss=206.24841309 time/batch=0.06s
150/43812 (epoch 0.342) train_loss=728.32531738 time/batch=0.19s
151/43812 (epoch 0.345) train_loss=626.99377441 time/batch=0.18s
152/43812 (epoch 0.347) train_loss=537.62652588 time/batch=0.15s
153/43812 (epoch 0.349) train_loss=489.27359009 time/batch=0.13s
154/43812 (epoch 0.351) train_loss=210.09274292 time/batch=0.07s
155/43812 (epoch 0.354) train_loss=307.96270752 time/batch=0.08s
156/43812 (epoch 0.356) train_loss=306.04718018 time/batch=0.09s
157/43812 (epoch 0.358) train_loss=191.77619934 time/batch=0.05s
158/43812 (epoch 0.361) train_loss=527.55261230 time/batch=0.11s
159/43812 (epoch 0.363) train_loss=260.43273926 time/batch=0.07s
160/43812 (epoch 0.365) train_loss=630.57110596 time/batch=0.18s
161/43812 (epoch 0.367) train_loss=356.63653564 time/batch=0.10s
162/43812 (epoch 0.370) train_loss=429.68725586 time/batch=0.12s
163/43812 (epoch 0.372) train_loss=445.65679932 time/batch=0.13s
164/43812 (epoch 0.374) train_loss=185.23033142 time/batch=0.06s
165/43812 (epoch 0.377) train_loss=218.67184448 time/batch=0.06s
166/43812 (epoch 0.379) train_loss=443.77954102 time/batch=0.13s
167/43812 (epoch 0.381) train_loss=513.68139648 time/batch=0.12s
168/43812 (epoch 0.383) train_loss=277.76052856 time/batch=0.09s
169/43812 (epoch 0.386) train_loss=356.26135254 time/batch=0.08s
170/43812 (epoch 0.388) train_loss=189.43405151 time/batch=0.05s
171/43812 (epoch 0.390) train_loss=511.07040405 time/batch=0.13s
172/43812 (epoch 0.393) train_loss=242.56750488 time/batch=0.08s
173/43812 (epoch 0.395) train_loss=147.82855225 time/batch=0.05s
174/43812 (epoch 0.397) train_loss=270.21948242 time/batch=0.08s
175/43812 (epoch 0.399) train_loss=181.56591797 time/batch=0.06s
176/43812 (epoch 0.402) train_loss=200.85816956 time/batch=0.05s
177/43812 (epoch 0.404) train_loss=594.57702637 time/batch=0.16s
178/43812 (epoch 0.406) train_loss=171.60391235 time/batch=0.05s
179/43812 (epoch 0.409) train_loss=535.82666016 time/batch=0.13s
180/43812 (epoch 0.411) train_loss=365.63568115 time/batch=0.10s
181/43812 (epoch 0.413) train_loss=208.73590088 time/batch=0.06s
182/43812 (epoch 0.415) train_loss=292.85522461 time/batch=0.08s
183/43812 (epoch 0.418) train_loss=419.24758911 time/batch=0.11s
184/43812 (epoch 0.420) train_loss=394.23083496 time/batch=0.09s
185/43812 (epoch 0.422) train_loss=553.80175781 time/batch=0.14s
186/43812 (epoch 0.425) train_loss=533.48919678 time/batch=0.14s
187/43812 (epoch 0.427) train_loss=419.13470459 time/batch=0.12s
188/43812 (epoch 0.429) train_loss=371.27191162 time/batch=0.10s
189/43812 (epoch 0.431) train_loss=627.91113281 time/batch=0.16s
190/43812 (epoch 0.434) train_loss=223.79801941 time/batch=0.07s
191/43812 (epoch 0.436) train_loss=230.95065308 time/batch=0.08s
192/43812 (epoch 0.438) train_loss=326.00515747 time/batch=0.08s
193/43812 (epoch 0.441) train_loss=219.42373657 time/batch=0.07s
194/43812 (epoch 0.443) train_loss=429.13482666 time/batch=0.10s
195/43812 (epoch 0.445) train_loss=233.77780151 time/batch=0.07s
196/43812 (epoch 0.447) train_loss=316.91384888 time/batch=0.08s
197/43812 (epoch 0.450) train_loss=319.33364868 time/batch=0.10s
198/43812 (epoch 0.452) train_loss=443.00714111 time/batch=0.12s
199/43812 (epoch 0.454) train_loss=391.71679688 time/batch=0.11s
Validating
    loss:	616.570330

200/43812 (epoch 0.456) train_loss=296.91558838 time/batch=2.24s
201/43812 (epoch 0.459) train_loss=430.41564941 time/batch=0.12s
202/43812 (epoch 0.461) train_loss=270.44226074 time/batch=0.07s
203/43812 (epoch 0.463) train_loss=433.91943359 time/batch=0.12s
204/43812 (epoch 0.466) train_loss=427.71997070 time/batch=0.13s
205/43812 (epoch 0.468) train_loss=279.99816895 time/batch=0.07s
206/43812 (epoch 0.470) train_loss=381.24835205 time/batch=0.09s
207/43812 (epoch 0.472) train_loss=547.04882812 time/batch=0.13s
208/43812 (epoch 0.475) train_loss=299.46514893 time/batch=0.08s
209/43812 (epoch 0.477) train_loss=543.36486816 time/batch=0.12s
210/43812 (epoch 0.479) train_loss=375.64050293 time/batch=0.11s
211/43812 (epoch 0.482) train_loss=273.83248901 time/batch=0.08s
212/43812 (epoch 0.484) train_loss=372.95788574 time/batch=0.10s
213/43812 (epoch 0.486) train_loss=269.07788086 time/batch=0.09s
214/43812 (epoch 0.488) train_loss=264.10943604 time/batch=0.07s
215/43812 (epoch 0.491) train_loss=311.72546387 time/batch=0.08s
216/43812 (epoch 0.493) train_loss=296.37304688 time/batch=0.08s
217/43812 (epoch 0.495) train_loss=385.78308105 time/batch=0.11s
218/43812 (epoch 0.498) train_loss=275.28381348 time/batch=0.08s
219/43812 (epoch 0.500) train_loss=303.40173340 time/batch=0.08s
220/43812 (epoch 0.502) train_loss=220.58985901 time/batch=0.06s
221/43812 (epoch 0.504) train_loss=417.34576416 time/batch=0.12s
222/43812 (epoch 0.507) train_loss=313.35333252 time/batch=0.08s
223/43812 (epoch 0.509) train_loss=500.15838623 time/batch=0.10s
224/43812 (epoch 0.511) train_loss=429.31555176 time/batch=0.13s
225/43812 (epoch 0.514) train_loss=339.99029541 time/batch=0.09s
226/43812 (epoch 0.516) train_loss=221.41726685 time/batch=0.08s
227/43812 (epoch 0.518) train_loss=252.47772217 time/batch=0.06s
228/43812 (epoch 0.520) train_loss=254.28437805 time/batch=0.08s
229/43812 (epoch 0.523) train_loss=474.23687744 time/batch=0.13s
230/43812 (epoch 0.525) train_loss=405.67468262 time/batch=0.11s
231/43812 (epoch 0.527) train_loss=228.77146912 time/batch=0.06s
232/43812 (epoch 0.530) train_loss=657.84973145 time/batch=0.16s
233/43812 (epoch 0.532) train_loss=202.63659668 time/batch=0.07s
234/43812 (epoch 0.534) train_loss=397.48358154 time/batch=0.09s
235/43812 (epoch 0.536) train_loss=290.80981445 time/batch=0.09s
236/43812 (epoch 0.539) train_loss=484.17053223 time/batch=0.11s
237/43812 (epoch 0.541) train_loss=433.77600098 time/batch=0.13s
238/43812 (epoch 0.543) train_loss=210.19908142 time/batch=0.05s
239/43812 (epoch 0.546) train_loss=277.75772095 time/batch=0.09s
240/43812 (epoch 0.548) train_loss=337.45562744 time/batch=0.09s
241/43812 (epoch 0.550) train_loss=356.16390991 time/batch=0.11s
242/43812 (epoch 0.552) train_loss=522.87426758 time/batch=0.14s
243/43812 (epoch 0.555) train_loss=458.60903931 time/batch=0.12s
244/43812 (epoch 0.557) train_loss=308.98919678 time/batch=0.08s
245/43812 (epoch 0.559) train_loss=191.47958374 time/batch=0.05s
246/43812 (epoch 0.561) train_loss=375.09680176 time/batch=0.10s
247/43812 (epoch 0.564) train_loss=443.86877441 time/batch=0.13s
248/43812 (epoch 0.566) train_loss=391.00225830 time/batch=0.11s
249/43812 (epoch 0.568) train_loss=475.08428955 time/batch=0.14s
250/43812 (epoch 0.571) train_loss=360.89102173 time/batch=0.10s
251/43812 (epoch 0.573) train_loss=161.96447754 time/batch=0.05s
252/43812 (epoch 0.575) train_loss=289.36975098 time/batch=0.07s
253/43812 (epoch 0.577) train_loss=407.71777344 time/batch=0.13s
254/43812 (epoch 0.580) train_loss=404.34558105 time/batch=0.10s
255/43812 (epoch 0.582) train_loss=170.47341919 time/batch=0.05s
256/43812 (epoch 0.584) train_loss=414.07357788 time/batch=0.12s
257/43812 (epoch 0.587) train_loss=242.39506531 time/batch=0.07s
258/43812 (epoch 0.589) train_loss=293.71722412 time/batch=0.08s
259/43812 (epoch 0.591) train_loss=278.16778564 time/batch=0.09s
260/43812 (epoch 0.593) train_loss=386.95614624 time/batch=0.09s
261/43812 (epoch 0.596) train_loss=363.54852295 time/batch=0.08s
262/43812 (epoch 0.598) train_loss=173.39195251 time/batch=0.07s
263/43812 (epoch 0.600) train_loss=490.98223877 time/batch=0.14s
264/43812 (epoch 0.603) train_loss=498.34368896 time/batch=0.14s
265/43812 (epoch 0.605) train_loss=251.03155518 time/batch=0.08s
266/43812 (epoch 0.607) train_loss=520.44311523 time/batch=0.16s
267/43812 (epoch 0.609) train_loss=206.96333313 time/batch=0.06s
268/43812 (epoch 0.612) train_loss=321.29443359 time/batch=0.07s
269/43812 (epoch 0.614) train_loss=497.48428345 time/batch=0.15s
270/43812 (epoch 0.616) train_loss=387.67901611 time/batch=0.08s
271/43812 (epoch 0.619) train_loss=405.68405151 time/batch=0.11s
272/43812 (epoch 0.621) train_loss=180.56399536 time/batch=0.06s
273/43812 (epoch 0.623) train_loss=294.33673096 time/batch=0.10s
274/43812 (epoch 0.625) train_loss=431.29266357 time/batch=0.10s
275/43812 (epoch 0.628) train_loss=428.37484741 time/batch=0.12s
276/43812 (epoch 0.630) train_loss=191.57623291 time/batch=0.05s
277/43812 (epoch 0.632) train_loss=290.18347168 time/batch=0.08s
278/43812 (epoch 0.635) train_loss=408.72918701 time/batch=0.12s
279/43812 (epoch 0.637) train_loss=356.78125000 time/batch=0.11s
280/43812 (epoch 0.639) train_loss=253.79035950 time/batch=0.07s
281/43812 (epoch 0.641) train_loss=216.21583557 time/batch=0.07s
282/43812 (epoch 0.644) train_loss=626.33593750 time/batch=0.14s
283/43812 (epoch 0.646) train_loss=13.32210636 time/batch=0.03s
284/43812 (epoch 0.648) train_loss=520.73498535 time/batch=0.12s
285/43812 (epoch 0.650) train_loss=196.46208191 time/batch=0.07s
286/43812 (epoch 0.653) train_loss=262.25720215 time/batch=0.06s
287/43812 (epoch 0.655) train_loss=450.94232178 time/batch=0.11s
288/43812 (epoch 0.657) train_loss=291.71057129 time/batch=0.07s
289/43812 (epoch 0.660) train_loss=335.13699341 time/batch=0.08s
290/43812 (epoch 0.662) train_loss=238.83166504 time/batch=0.07s
291/43812 (epoch 0.664) train_loss=362.55505371 time/batch=0.10s
292/43812 (epoch 0.666) train_loss=213.79330444 time/batch=0.05s
293/43812 (epoch 0.669) train_loss=293.77319336 time/batch=0.08s
294/43812 (epoch 0.671) train_loss=242.92361450 time/batch=0.06s
295/43812 (epoch 0.673) train_loss=239.72164917 time/batch=0.07s
296/43812 (epoch 0.676) train_loss=344.08221436 time/batch=0.09s
297/43812 (epoch 0.678) train_loss=271.01477051 time/batch=0.07s
298/43812 (epoch 0.680) train_loss=598.91394043 time/batch=0.15s
299/43812 (epoch 0.682) train_loss=205.95890808 time/batch=0.06s
Validating
    loss:	621.962706

300/43812 (epoch 0.685) train_loss=474.57409668 time/batch=2.56s
301/43812 (epoch 0.687) train_loss=240.65618896 time/batch=0.07s
302/43812 (epoch 0.689) train_loss=280.71676636 time/batch=0.07s
303/43812 (epoch 0.692) train_loss=203.09103394 time/batch=0.06s
304/43812 (epoch 0.694) train_loss=161.94010925 time/batch=0.06s
305/43812 (epoch 0.696) train_loss=460.51519775 time/batch=0.13s
306/43812 (epoch 0.698) train_loss=251.03440857 time/batch=0.08s
307/43812 (epoch 0.701) train_loss=395.38436890 time/batch=0.10s
308/43812 (epoch 0.703) train_loss=570.57928467 time/batch=0.15s
309/43812 (epoch 0.705) train_loss=226.33140564 time/batch=0.06s
310/43812 (epoch 0.708) train_loss=173.10040283 time/batch=0.06s
311/43812 (epoch 0.710) train_loss=244.97894287 time/batch=0.06s
312/43812 (epoch 0.712) train_loss=451.30114746 time/batch=0.12s
313/43812 (epoch 0.714) train_loss=322.85705566 time/batch=0.10s
314/43812 (epoch 0.717) train_loss=431.23318481 time/batch=0.11s
315/43812 (epoch 0.719) train_loss=386.97845459 time/batch=0.12s
316/43812 (epoch 0.721) train_loss=492.23907471 time/batch=0.10s
317/43812 (epoch 0.724) train_loss=463.91345215 time/batch=0.14s
318/43812 (epoch 0.726) train_loss=540.30590820 time/batch=0.14s
319/43812 (epoch 0.728) train_loss=683.64685059 time/batch=0.18s
320/43812 (epoch 0.730) train_loss=416.12268066 time/batch=0.10s
321/43812 (epoch 0.733) train_loss=215.91671753 time/batch=0.06s
322/43812 (epoch 0.735) train_loss=311.11474609 time/batch=0.09s
323/43812 (epoch 0.737) train_loss=371.81951904 time/batch=0.09s
324/43812 (epoch 0.740) train_loss=262.15612793 time/batch=0.06s
325/43812 (epoch 0.742) train_loss=287.92907715 time/batch=0.09s
326/43812 (epoch 0.744) train_loss=255.01882935 time/batch=0.07s
327/43812 (epoch 0.746) train_loss=508.41210938 time/batch=0.14s
328/43812 (epoch 0.749) train_loss=622.49053955 time/batch=0.18s
329/43812 (epoch 0.751) train_loss=298.62213135 time/batch=0.07s
330/43812 (epoch 0.753) train_loss=340.33044434 time/batch=0.09s
331/43812 (epoch 0.755) train_loss=295.44381714 time/batch=0.08s
332/43812 (epoch 0.758) train_loss=422.50955200 time/batch=0.09s
333/43812 (epoch 0.760) train_loss=425.40948486 time/batch=0.13s
334/43812 (epoch 0.762) train_loss=481.35128784 time/batch=0.12s
335/43812 (epoch 0.765) train_loss=192.45741272 time/batch=0.06s
336/43812 (epoch 0.767) train_loss=211.59484863 time/batch=0.06s
337/43812 (epoch 0.769) train_loss=456.42077637 time/batch=0.11s
338/43812 (epoch 0.771) train_loss=235.38362122 time/batch=0.07s
339/43812 (epoch 0.774) train_loss=510.06549072 time/batch=0.13s
340/43812 (epoch 0.776) train_loss=317.03933716 time/batch=0.08s
341/43812 (epoch 0.778) train_loss=270.03207397 time/batch=0.07s
342/43812 (epoch 0.781) train_loss=412.55953979 time/batch=0.11s
343/43812 (epoch 0.783) train_loss=419.52502441 time/batch=0.10s
344/43812 (epoch 0.785) train_loss=198.06741333 time/batch=0.07s
345/43812 (epoch 0.787) train_loss=276.86508179 time/batch=0.07s
346/43812 (epoch 0.790) train_loss=441.88247681 time/batch=0.12s
347/43812 (epoch 0.792) train_loss=180.05364990 time/batch=0.05s
348/43812 (epoch 0.794) train_loss=248.23446655 time/batch=0.05s
349/43812 (epoch 0.797) train_loss=242.45352173 time/batch=0.08s
350/43812 (epoch 0.799) train_loss=393.86065674 time/batch=0.10s
351/43812 (epoch 0.801) train_loss=276.87170410 time/batch=0.08s
352/43812 (epoch 0.803) train_loss=357.31353760 time/batch=0.11s
353/43812 (epoch 0.806) train_loss=316.23413086 time/batch=0.09s
354/43812 (epoch 0.808) train_loss=387.90750122 time/batch=0.10s
355/43812 (epoch 0.810) train_loss=364.26739502 time/batch=0.09s
356/43812 (epoch 0.813) train_loss=191.91615295 time/batch=0.05s
357/43812 (epoch 0.815) train_loss=231.53166199 time/batch=0.07s
358/43812 (epoch 0.817) train_loss=302.72595215 time/batch=0.09s
359/43812 (epoch 0.819) train_loss=273.31558228 time/batch=0.08s
360/43812 (epoch 0.822) train_loss=286.89135742 time/batch=0.08s
361/43812 (epoch 0.824) train_loss=93.60777283 time/batch=0.05s
362/43812 (epoch 0.826) train_loss=401.66937256 time/batch=0.09s
363/43812 (epoch 0.829) train_loss=410.56213379 time/batch=0.12s
364/43812 (epoch 0.831) train_loss=431.94360352 time/batch=0.10s
365/43812 (epoch 0.833) train_loss=390.96823120 time/batch=0.12s
366/43812 (epoch 0.835) train_loss=450.87069702 time/batch=0.11s
367/43812 (epoch 0.838) train_loss=216.94366455 time/batch=0.07s
368/43812 (epoch 0.840) train_loss=374.58563232 time/batch=0.10s
369/43812 (epoch 0.842) train_loss=256.44424438 time/batch=0.06s
370/43812 (epoch 0.845) train_loss=11.24041843 time/batch=0.03s
371/43812 (epoch 0.847) train_loss=355.90399170 time/batch=0.09s
372/43812 (epoch 0.849) train_loss=10.57079887 time/batch=0.02s
373/43812 (epoch 0.851) train_loss=366.93127441 time/batch=0.08s
374/43812 (epoch 0.854) train_loss=328.64337158 time/batch=0.08s
375/43812 (epoch 0.856) train_loss=227.26882935 time/batch=0.08s
376/43812 (epoch 0.858) train_loss=278.68869019 time/batch=0.07s
377/43812 (epoch 0.860) train_loss=8.07870007 time/batch=0.03s
378/43812 (epoch 0.863) train_loss=245.68667603 time/batch=0.03s
379/43812 (epoch 0.865) train_loss=373.55206299 time/batch=0.10s
380/43812 (epoch 0.867) train_loss=255.44073486 time/batch=0.08s
381/43812 (epoch 0.870) train_loss=302.72021484 time/batch=0.08s
382/43812 (epoch 0.872) train_loss=203.87783813 time/batch=0.07s
383/43812 (epoch 0.874) train_loss=440.54296875 time/batch=0.11s
384/43812 (epoch 0.876) train_loss=229.09329224 time/batch=0.07s
385/43812 (epoch 0.879) train_loss=165.73974609 time/batch=0.05s
386/43812 (epoch 0.881) train_loss=275.46588135 time/batch=0.08s
387/43812 (epoch 0.883) train_loss=221.36592102 time/batch=0.06s
