vocabulary size: 6084
n tunes: 3688
n train tunes: 3504.0
n validation tunes: 184.0
254/13140 (epoch 0.580) train_loss=208.41496277 time/batch=0.06s
255/13140 (epoch 0.582) train_loss=317.01809692 time/batch=0.06s
256/13140 (epoch 0.584) train_loss=338.16397095 time/batch=0.08s
257/13140 (epoch 0.587) train_loss=379.81848145 time/batch=0.08s
258/13140 (epoch 0.589) train_loss=676.84887695 time/batch=0.13s
259/13140 (epoch 0.591) train_loss=427.84378052 time/batch=0.10s
260/13140 (epoch 0.594) train_loss=199.00227356 time/batch=0.04s
261/13140 (epoch 0.596) train_loss=393.90637207 time/batch=0.07s
262/13140 (epoch 0.598) train_loss=516.03833008 time/batch=0.11s
263/13140 (epoch 0.600) train_loss=261.44546509 time/batch=0.07s
264/13140 (epoch 0.603) train_loss=420.06976318 time/batch=0.08s
265/13140 (epoch 0.605) train_loss=518.38757324 time/batch=0.11s
266/13140 (epoch 0.607) train_loss=635.37536621 time/batch=0.13s
267/13140 (epoch 0.610) train_loss=327.70916748 time/batch=0.06s
268/13140 (epoch 0.612) train_loss=319.65863037 time/batch=0.06s
269/13140 (epoch 0.614) train_loss=384.22839355 time/batch=0.07s
270/13140 (epoch 0.616) train_loss=443.81649780 time/batch=0.11s
271/13140 (epoch 0.619) train_loss=411.95025635 time/batch=0.08s
272/13140 (epoch 0.621) train_loss=342.06375122 time/batch=0.08s
273/13140 (epoch 0.623) train_loss=211.44790649 time/batch=0.04s
274/13140 (epoch 0.626) train_loss=414.91625977 time/batch=0.08s
275/13140 (epoch 0.628) train_loss=208.83572388 time/batch=0.06s
276/13140 (epoch 0.630) train_loss=309.67413330 time/batch=0.06s
277/13140 (epoch 0.632) train_loss=336.79931641 time/batch=0.07s
278/13140 (epoch 0.635) train_loss=318.82104492 time/batch=0.07s
279/13140 (epoch 0.637) train_loss=339.46368408 time/batch=0.07s
280/13140 (epoch 0.639) train_loss=208.44245911 time/batch=0.05s
281/13140 (epoch 0.642) train_loss=547.21691895 time/batch=0.12s
282/13140 (epoch 0.644) train_loss=290.93917847 time/batch=0.06s
283/13140 (epoch 0.646) train_loss=419.85537720 time/batch=0.09s
284/13140 (epoch 0.648) train_loss=390.25372314 time/batch=0.08s
285/13140 (epoch 0.651) train_loss=235.81199646 time/batch=0.05s
286/13140 (epoch 0.653) train_loss=263.88827515 time/batch=0.06s
287/13140 (epoch 0.655) train_loss=621.19689941 time/batch=0.11s
288/13140 (epoch 0.658) train_loss=428.38342285 time/batch=0.08s
289/13140 (epoch 0.660) train_loss=238.22985840 time/batch=0.05s
290/13140 (epoch 0.662) train_loss=344.05178833 time/batch=0.07s
291/13140 (epoch 0.664) train_loss=365.86126709 time/batch=0.08s
292/13140 (epoch 0.667) train_loss=368.18038940 time/batch=0.09s
293/13140 (epoch 0.669) train_loss=193.36296082 time/batch=0.04s
294/13140 (epoch 0.671) train_loss=353.78890991 time/batch=0.07s
295/13140 (epoch 0.674) train_loss=309.62115479 time/batch=0.07s
296/13140 (epoch 0.676) train_loss=481.66491699 time/batch=0.08s
297/13140 (epoch 0.678) train_loss=376.79739380 time/batch=0.08s
298/13140 (epoch 0.680) train_loss=231.22474670 time/batch=0.06s
299/13140 (epoch 0.683) train_loss=377.72113037 time/batch=0.07s
Validating
    loss:	816.892873

300/13140 (epoch 0.685) train_loss=214.44442749 time/batch=2.23s
301/13140 (epoch 0.687) train_loss=176.95660400 time/batch=0.04s
302/13140 (epoch 0.689) train_loss=592.75225830 time/batch=0.12s
303/13140 (epoch 0.692) train_loss=487.06359863 time/batch=0.11s
304/13140 (epoch 0.694) train_loss=295.61694336 time/batch=0.07s
305/13140 (epoch 0.696) train_loss=221.25088501 time/batch=0.05s
306/13140 (epoch 0.699) train_loss=374.97497559 time/batch=0.07s
307/13140 (epoch 0.701) train_loss=378.94348145 time/batch=0.08s
308/13140 (epoch 0.703) train_loss=233.14852905 time/batch=0.06s
309/13140 (epoch 0.705) train_loss=323.65707397 time/batch=0.07s
310/13140 (epoch 0.708) train_loss=594.43933105 time/batch=0.12s
311/13140 (epoch 0.710) train_loss=233.77572632 time/batch=0.07s
312/13140 (epoch 0.712) train_loss=323.16143799 time/batch=0.07s
313/13140 (epoch 0.715) train_loss=261.97045898 time/batch=0.06s
314/13140 (epoch 0.717) train_loss=460.76754761 time/batch=0.11s
315/13140 (epoch 0.719) train_loss=251.46981812 time/batch=0.06s
316/13140 (epoch 0.721) train_loss=265.72186279 time/batch=0.05s
317/13140 (epoch 0.724) train_loss=308.34442139 time/batch=0.08s
318/13140 (epoch 0.726) train_loss=469.43948364 time/batch=0.06s
319/13140 (epoch 0.728) train_loss=262.20556641 time/batch=0.06s
320/13140 (epoch 0.731) train_loss=212.08541870 time/batch=0.05s
321/13140 (epoch 0.733) train_loss=291.50662231 time/batch=0.06s
322/13140 (epoch 0.735) train_loss=213.19668579 time/batch=0.05s
323/13140 (epoch 0.737) train_loss=342.55767822 time/batch=0.07s
324/13140 (epoch 0.740) train_loss=397.55151367 time/batch=0.09s
325/13140 (epoch 0.742) train_loss=281.86773682 time/batch=0.06s
326/13140 (epoch 0.744) train_loss=313.73089600 time/batch=0.06s
327/13140 (epoch 0.747) train_loss=326.74780273 time/batch=0.06s
328/13140 (epoch 0.749) train_loss=220.29281616 time/batch=0.06s
329/13140 (epoch 0.751) train_loss=445.21563721 time/batch=0.11s
330/13140 (epoch 0.753) train_loss=410.43438721 time/batch=0.08s
331/13140 (epoch 0.756) train_loss=376.75183105 time/batch=0.09s
332/13140 (epoch 0.758) train_loss=216.84623718 time/batch=0.04s
333/13140 (epoch 0.760) train_loss=252.59568787 time/batch=0.06s
334/13140 (epoch 0.763) train_loss=207.58969116 time/batch=0.05s
335/13140 (epoch 0.765) train_loss=273.37521362 time/batch=0.06s
336/13140 (epoch 0.767) train_loss=218.07470703 time/batch=0.05s
337/13140 (epoch 0.769) train_loss=249.98826599 time/batch=0.06s
338/13140 (epoch 0.772) train_loss=231.86822510 time/batch=0.06s
339/13140 (epoch 0.774) train_loss=198.25459290 time/batch=0.04s
340/13140 (epoch 0.776) train_loss=278.49041748 time/batch=0.06s
341/13140 (epoch 0.779) train_loss=271.16311646 time/batch=0.05s
342/13140 (epoch 0.781) train_loss=292.43383789 time/batch=0.06s
343/13140 (epoch 0.783) train_loss=492.63098145 time/batch=0.09s
344/13140 (epoch 0.785) train_loss=416.90972900 time/batch=0.10s
345/13140 (epoch 0.788) train_loss=409.14764404 time/batch=0.08s
346/13140 (epoch 0.790) train_loss=373.58990479 time/batch=0.08s
347/13140 (epoch 0.792) train_loss=214.77957153 time/batch=0.04s
348/13140 (epoch 0.795) train_loss=366.17706299 time/batch=0.08s
349/13140 (epoch 0.797) train_loss=212.49330139 time/batch=0.05s
350/13140 (epoch 0.799) train_loss=327.73809814 time/batch=0.07s
351/13140 (epoch 0.801) train_loss=330.89321899 time/batch=0.07s
352/13140 (epoch 0.804) train_loss=266.14956665 time/batch=0.06s
353/13140 (epoch 0.806) train_loss=237.16458130 time/batch=0.05s
354/13140 (epoch 0.808) train_loss=239.86210632 time/batch=0.05s
355/13140 (epoch 0.811) train_loss=283.76025391 time/batch=0.07s
356/13140 (epoch 0.813) train_loss=239.61392212 time/batch=0.05s
357/13140 (epoch 0.815) train_loss=324.51354980 time/batch=0.05s
358/13140 (epoch 0.817) train_loss=343.41333008 time/batch=0.07s
359/13140 (epoch 0.820) train_loss=198.80770874 time/batch=0.05s
360/13140 (epoch 0.822) train_loss=224.85488892 time/batch=0.04s
361/13140 (epoch 0.824) train_loss=394.66448975 time/batch=0.09s
362/13140 (epoch 0.826) train_loss=222.44650269 time/batch=0.05s
363/13140 (epoch 0.829) train_loss=222.11355591 time/batch=0.04s
364/13140 (epoch 0.831) train_loss=270.37747192 time/batch=0.05s
365/13140 (epoch 0.833) train_loss=248.34494019 time/batch=0.07s
366/13140 (epoch 0.836) train_loss=385.78317261 time/batch=0.08s
367/13140 (epoch 0.838) train_loss=379.23266602 time/batch=0.08s
368/13140 (epoch 0.840) train_loss=215.20198059 time/batch=0.04s
369/13140 (epoch 0.842) train_loss=308.26953125 time/batch=0.07s
370/13140 (epoch 0.845) train_loss=357.19262695 time/batch=0.08s
371/13140 (epoch 0.847) train_loss=184.75216675 time/batch=0.04s
372/13140 (epoch 0.849) train_loss=275.02621460 time/batch=0.05s
373/13140 (epoch 0.852) train_loss=378.45758057 time/batch=0.08s
374/13140 (epoch 0.854) train_loss=268.36132812 time/batch=0.06s
375/13140 (epoch 0.856) train_loss=371.29803467 time/batch=0.08s
376/13140 (epoch 0.858) train_loss=326.04147339 time/batch=0.08s
377/13140 (epoch 0.861) train_loss=350.99383545 time/batch=0.07s
378/13140 (epoch 0.863) train_loss=196.38383484 time/batch=0.04s
379/13140 (epoch 0.865) train_loss=197.99841309 time/batch=0.04s
380/13140 (epoch 0.868) train_loss=304.03274536 time/batch=0.07s
381/13140 (epoch 0.870) train_loss=308.05737305 time/batch=0.06s
382/13140 (epoch 0.872) train_loss=164.06707764 time/batch=0.05s
383/13140 (epoch 0.874) train_loss=395.84750366 time/batch=0.06s
384/13140 (epoch 0.877) train_loss=415.03625488 time/batch=0.09s
385/13140 (epoch 0.879) train_loss=340.43032837 time/batch=0.08s
386/13140 (epoch 0.881) train_loss=413.11221313 time/batch=0.08s
